source_path,source_sha256,source_bytes,source_role,classification,destination_path,transformation,reason,consumers,validation
configs/phases/p01.yaml,7c9cecfe06d2958eef4cde3fd2d897fffd05dfe50e8da4324a75b16af9166461,1410,CONFIGURATION,MAIN_TREE_DIRECT,configs/phases/p01.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/phases/p02.yaml,d4e4893dfb2cd7b6d10dd397c02ca7ba38bb7e92a607fc9048976f6dbf740dc5,1397,CONFIGURATION,MAIN_TREE_DIRECT,configs/phases/p02.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/phases/p03.yaml,d053f64a4f86c2a148cdd452c899e37d83aadb93765bdbf7be7c0711f0efeb7e,1407,CONFIGURATION,MAIN_TREE_DIRECT,configs/phases/p03.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/phases/p04.yaml,62f58e3609fe90df4aa687490ad066c09308f7ddcbd9faf6e6ce440c659a4953,1412,CONFIGURATION,MAIN_TREE_DIRECT,configs/phases/p04.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/phases/p05.yaml,f180d3fe487796c5222b3dab83c9f3cd044007642f106b8699ed2e13bf8ec099,1405,CONFIGURATION,MAIN_TREE_DIRECT,configs/phases/p05.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/phases/p06.yaml,fc32d18d0940ad430c288327e55b9cf446a19aff144a3e7345f9b33b51a41b8b,1436,CONFIGURATION,MAIN_TREE_DIRECT,configs/phases/p06.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/phases/p07.yaml,3caf65fad7e5d8b7e2b093e6fea5af5ec9cd2ef7982d5f531beddf5551bf50c1,1397,CONFIGURATION,MAIN_TREE_DIRECT,configs/phases/p07.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/phases/p08.yaml,9394666c67e28b360a562344030a4ed888577c781838fd235e400eb12b19ae75,1411,CONFIGURATION,MAIN_TREE_DIRECT,configs/phases/p08.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/phases/p09.yaml,2a8e69f50a2af3e061ac1577047be6de2be78028836e22568c7bf731999aed32,1396,CONFIGURATION,MAIN_TREE_DIRECT,configs/phases/p09.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/phases/p10.yaml,a7fc2264549bf725ae357d29f974c811b8019862d1d83d78efb6a551a62c2dcb,1401,CONFIGURATION,MAIN_TREE_DIRECT,configs/phases/p10.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/phases/p11.yaml,3c0ff69ebe13548dda232d2c9131b5b01f927325f81f767a68b25b8373301e9b,1412,CONFIGURATION,MAIN_TREE_DIRECT,configs/phases/p11.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/phases/p12.yaml,e0aae4d8d4582d26c41c30f8c3feef26ac0980cd31e7331dd2ef15c6b09eafe9,1404,CONFIGURATION,MAIN_TREE_DIRECT,configs/phases/p12.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/phases/p13.yaml,5628beaaf1370947aeec9dfafdee262d688fe8511929c6e0c7bbddfbe7aceda8,1417,CONFIGURATION,MAIN_TREE_DIRECT,configs/phases/p13.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/phases/p14.yaml,10095de3b66e2479681cf6ce1ba2d60b8d6adc0637a3ac648c7d0f859ca48ad3,1403,CONFIGURATION,MAIN_TREE_DIRECT,configs/phases/p14.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/phases/p15.yaml,c734daaf166211aeb41d2bdd760010233997120cec8797a1cd376ddbe62deb7a,1408,CONFIGURATION,MAIN_TREE_DIRECT,configs/phases/p15.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/policy/frozen_evaluation.yaml,fd0a756e78718f893cb691ecbcce2535a7c70fd6902d3e0178fbfb8933ca01fa,272,CONFIGURATION,MAIN_TREE_DIRECT,configs/policy/frozen_evaluation.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/policy/update_enabled.yaml,21b07ad8d3a6d66ea1c12f0ffba8490a2f0bf1af2ff8dfb2bd0d1627d1026c29,270,CONFIGURATION,MAIN_TREE_DIRECT,configs/policy/update_enabled.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/project.yaml,6b7c0de9fa40b108741781b3c123f9f49c584dfbd2968c9f3a12caa20c4f66ac,247,CONFIGURATION,MAIN_TREE_DIRECT,configs/project.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
configs/storage.yaml,6c1aef1cab534c3c56445d11a142441dbe15f65b94e526f7c1c13e21d050dcb1,185,CONFIGURATION,MAIN_TREE_DIRECT,configs/storage.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p00/input_contract.yaml,60455f6b921507ddeda9197d382c222b5833b1cad8c834bd05486d8139c73d8b,295,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p00/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p00/output_contract.yaml,851790a499b77e8ed5f8560a55187da0f916f2787cb860c73ed566324694eb76,362,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p00/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p01/input_contract.yaml,91f040b3972358ce612c7bc839f9708cf83bf4022cd209bf8a1bc3bc07a0cc3d,286,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p01/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p01/output_contract.yaml,789af16bd79d584592c363ac4f131e732fddf320f203688c36e7d83fef635651,341,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p01/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p02/input_contract.yaml,92d6ac855381324907aee2562ec29e7262badf6a675297fc5a25606b02ed500f,286,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p02/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p02/output_contract.yaml,011efaee21a7625895bde0fd8a1622847dd61675c1c5540fa02be2eb7bbf7539,341,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p02/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p03/input_contract.yaml,7e2658436f74e768267b346d17dd3a4562d1711c9c0ddb1fc6bc677686193df8,286,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p03/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p03/output_contract.yaml,a7bd796b97d96a7ccdf01e2f336281b52a45929f385f83c25cfb37d7964def93,341,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p03/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p04/input_contract.yaml,8c66a06b7cf5075f43b004635a1737767676cb556d8124c18c85acb20fde49a7,286,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p04/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p04/output_contract.yaml,308e7b76e05bc0b1a3416f19f05c7e0ba8cde0da56203d1b8830bf282db3560b,341,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p04/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p05/input_contract.yaml,3a018b180b210ae7523526ca02a3790bf5db43a83971ac63a3a18e7664ab3540,286,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p05/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p05/output_contract.yaml,fee907ec9c6527245b2e631fc284989ce06623ceb67f8c561775992ef9a904e1,341,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p05/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p06/input_contract.yaml,585e86af7ae9aaee05f6a5295636381e41dda1227868591b48da90663284f4b0,286,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p06/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p06/output_contract.yaml,b9c5dfb22ef0596e80d060b93bc856b02961899a27e74eb4715f0e7957f07b25,341,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p06/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p07/input_contract.yaml,797eb24a094e755929f0f57c97b6fe6cc1fe5928d5b0de0a952f2f369b7bea3a,286,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p07/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p07/output_contract.yaml,b87a4754dc91640e1a58eae2969d1fe98c5f3ec02c92892ff0200ca6fe54f355,341,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p07/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p08/input_contract.yaml,98b055467efc11bef8120fa8f48e49172bc37b53be57ebc6a059ed3a17591a42,286,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p08/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p08/output_contract.yaml,eb78672776d9db1fde450055fc33a0e7feb2e2feede482c1938b56d434990b56,341,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p08/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p09/input_contract.yaml,9744f9c88258253621ca58e7eb3abf8ccd3e2c9af628cf0ecd457a42ad8d8e74,286,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p09/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p09/output_contract.yaml,f5ac3b852dc7db76bf91adac26e93c388b7760e111c86363bda049ec12831924,341,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p09/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p10/input_contract.yaml,58474c0cebfaecf2925ef35900d0a7a689bba1eac8402d348008aee858effdfe,286,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p10/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p10/output_contract.yaml,3c4c3dbe48f02c7b781d01ad0723500257814006fdcd4e950dc640ffa46228e9,341,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p10/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p11/input_contract.yaml,33855debf4aa97d0d404b1247163e81772e4fffc3d9fa485558caf4a46a76dd6,286,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p11/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p11/output_contract.yaml,61a95811f24a69ff95311dacb46ec1f69dabe7584c297d87c16cf9f9970a5a9f,341,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p11/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p12/input_contract.yaml,a252284b2d056f8150d35a081c895994db901a6f8e773b628027497a813aafaf,286,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p12/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p12/output_contract.yaml,22874fc62cb044dacb9fc613ce2af5349330f4800e96e0b7b1e34a60e9770aba,341,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p12/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p13/input_contract.yaml,9cdd3b6334ed9da9997ccc7c39e83dddf993b4417c33de8a70621110ba582468,286,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p13/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p13/output_contract.yaml,ef5e597bcd04a398ecac2a0acce38ceb240ebcf74e22e48a8975f987e96e9f76,341,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p13/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p14/input_contract.yaml,01f0c551e4811008fdb183bebccabce7dea2c90162b2f025da0e157245812b7c,286,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p14/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p14/output_contract.yaml,08607b605e25eeb0d9cf88875d95608f764972ff5b1d7ba73af563b3a22c6654,341,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p14/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p15/input_contract.yaml,17c976e959900e0eaef36ad27c222c01fbe0a668773357328c3d4947715399c8,286,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p15/input_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
contracts/phases/p15/output_contract.yaml,46a47a7fc4c362a2a753c30e6be6c22f5cf90698b18f4eef25c6ec280220a47b,341,CONTRACT,MAIN_TREE_DIRECT,contracts/phases/p15/output_contract.yaml,COPIED_BYTE_IDENTICAL,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
docs/authorities/00_governance/Document_Stack_Governance_and_Creation_Guide_V4.md,81092849f03dfe2bc31b63dd3aeeac47b741860bedf8baa4d2f915b7bcc18c26,64834,AUTHORITY_OR_AUTHORITY_SUPPORT,MAIN_TREE_DIRECT,docs/authorities/current/00_Document_Stack_Governance_and_Creation_Guide_V4.md,SYNCHRONIZED_DISTRIBUTION_COPY,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
docs/authorities/01_architecture/Master_Architecture_Specification_T29_R1.pdf,ae374c9de061bc5179c9223e7d646c70cf0d98c414007ab6baf95cd68c814f9b,1868024,AUTHORITY_OR_AUTHORITY_SUPPORT,MAIN_TREE_DIRECT,docs/authorities/current/01_Master_Architecture_Specification_T29_R1.pdf,SYNCHRONIZED_DISTRIBUTION_COPY,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
docs/authorities/02_registry/Canonical_Registry_R44.md,bdb309f76b9b525ea89cfa56c79a9b7989348e3509febac9ae9fffe7858d1f87,2250836,AUTHORITY_OR_AUTHORITY_SUPPORT,MAIN_TREE_DIRECT,docs/authorities/current/02_Canonical_Artifact_Record_and_Interface_Registry_R44.md,SYNCHRONIZED_DISTRIBUTION_COPY,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
docs/authorities/03_execution_plan/Execution_and_Evidence_Plan_R41.md,f31de3453b331d909a8cccbf951a2df61ef7ca38b71df4bde8be95040095da82,2209626,AUTHORITY_OR_AUTHORITY_SUPPORT,MAIN_TREE_DIRECT,docs/authorities/current/03_Execution_and_Evidence_Plan_R41.md,SYNCHRONIZED_DISTRIBUTION_COPY,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
docs/authorities/04_protocol_v0_1/Protocol_v0_1_R42.md,8b7a393b860bd49a34a794db5c2b80af7f127bc318a112bc7ed3c375ce704813,1650906,AUTHORITY_OR_AUTHORITY_SUPPORT,MAIN_TREE_DIRECT,docs/authorities/current/04_Experiment_Ablation_and_Evaluation_Protocol_R42.md,SYNCHRONIZED_DISTRIBUTION_COPY,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
docs/authorities/05_phase_playbook/Complete_Phase_Execution_Playbook_R41.md,176f46950b86db8cd5c23789893955336c818a6fcd10ed36d6c66e096faccc87,2300203,AUTHORITY_OR_AUTHORITY_SUPPORT,MAIN_TREE_DIRECT,docs/authorities/current/05_Complete_Phase_Execution_Playbook_R41.md,SYNCHRONIZED_DISTRIBUTION_COPY,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
docs/authorities/06_method_selection/Method_Selection_L0_to_L10_R2.md,b036b02ac65b3bc2595513f4ca8a8137a6273f914e46e1cf6180515e57726749,10716865,AUTHORITY_OR_AUTHORITY_SUPPORT,MAIN_TREE_DIRECT,docs/authorities/current/06_Integrated_Layers0_to_10_Method_Selection_R2.md,SYNCHRONIZED_DISTRIBUTION_COPY,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
docs/authorities/07_nuts_and_bolts/Nuts_and_Bolts_L0_to_L10_R2.md,4f47c6f511e646b2127cc79f14a5f632b00f5112582a049b46c735e78ded638c,9251125,AUTHORITY_OR_AUTHORITY_SUPPORT,MAIN_TREE_DIRECT,docs/authorities/current/07_Integrated_Layers0_to_10_Nuts_and_Bolts_R2.md,SYNCHRONIZED_DISTRIBUTION_COPY,Required current reviewer-facing or runtime file,"[""main-tree reviewer/runtime""]",SOURCE_R5_MANIFEST_VERIFIED; DESTINATION_VERIFIED
docs/authorities/08_implementation_build_book/Master_Implementation_Build_Book_R3.md,6814376e40f94da13d9977bb4465177026cf655fd5e9002067c326e7fc1ac366,554678,AUTHORITY_OR_AUTHORITY_SUPPORT,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
docs/authorities/08_implementation_build_book/Master_Implementation_Build_Book_R4_Phase_0_Integrated_FINAL.md,4a121fd16550bf2c748b5aa1f064b3b997b35c633d745e9a587e09282d270c87,565746,AUTHORITY_OR_AUTHORITY_SUPPORT,RELEASE_ASSET_ONLY,,COPIED_BYTE_IDENTICAL,Preserved in the exact R5 archive; not required in the normal working tree,"[""R5 provenance/release assets""]",SOURCE_R5_MANIFEST_VERIFIED
